Field Output reported for whole element for region: COMPOSITE-1.Region_2

   Element Label            EVOL
                          @Loc 1
---------------------------------
           50623     9.19458E-03
           50624     19.4207E-03
           50625     9.08581E-03
           50626     6.57536E-03
           50627     12.0419E-03
           50628     10.5432E-03
           50629     15.6463E-03
           50630     33.9698E-03
           50631     19.0604E-03
           50632     20.9584E-03
           50633     26.0199E-03
           50634     1.35946E-03
           50635     16.4651E-03
           50636     34.7489E-03
           50637     13.8154E-03
           50638     17.3600E-03
           50639     18.6881E-03
           50640     1.31003E-03
           50641     23.4692E-03
           50642     30.3826E-03
           50643     14.0061E-03
           50644     4.75122E-03
           50645     5.43078E-03
           50646     20.7705E-03
           50647     21.7524E-03
           50648     14.9408E-03
           50649     15.6009E-03
           50650     15.5371E-03
           50651     8.82647E-03
           50652     1.43539E-03
           50653     1.43317E-03
           50654     23.4120E-03
           50655     7.82487E-03
           50656     11.7641E-03
           50657     13.1429E-03
           50658     16.1866E-03
           50659     14.3626E-03
           50660     2.64276E-03
           50661     2.04432E-03
           50662     5.91288E-03
           50663     10.8340E-03
           50664     13.7259E-03
           50665     15.6774E-03
           50666     13.0811E-03
           50667     3.19825E-03
           50668     14.1365E-03
           50669     10.6866E-03
           50670     12.7395E-03
           50671     15.5251E-03
           50672     9.60707E-03
           50673     14.8114E-03
           50674     11.9471E-03
           50675     9.85657E-03
           50676     13.2668E-03
           50677     23.8031E-03
           50678     12.0250E-03
           50679     15.6315E-03
           50680     10.5089E-03
           50681     11.8970E-03
           50682     17.6921E-03
           50683     12.7665E-03
           50684     9.71533E-03
           50685     18.3452E-03
           50686     17.7447E-03
           50687     14.5349E-03
           50688     15.0109E-03
           50689     22.2371E-03
           50690     9.11424E-03
           50691     9.35056E-03
           50692     9.08664E-03
           50693     13.6059E-03
           50694     17.7447E-03
           50695     9.83123E-03
           50696     8.70909E-03
           50697     13.9268E-03
           50698     16.5540E-03
           50699     11.6605E-03
           50700     9.70076E-03
           50701     10.1774E-03
           50702     19.0005E-03
           50703     16.4457E-03
           50704     16.3558E-03
           50705     12.4356E-03
           50706     12.0287E-03
           50707     18.3197E-03
           50708     492.564E-06
           50709     16.4927E-03
           50710     14.2693E-03
           50711     666.396E-06
           50712     20.1678E-03
           50713     13.0225E-03
           50714     9.87238E-03
           50715     12.5234E-03
           50716     16.0779E-03
           50717     1.38692E-03
           50718     7.59839E-03
           50719     23.3949E-03
           50720     13.7153E-03
           50721     12.2874E-03
           50722     19.3243E-03
           50723     12.5677E-03
           50724     15.4796E-03
           50725     10.8900E-03
           50726     22.7319E-03
           50727     16.0779E-03
           50728     12.0097E-03
           50729     22.6254E-03
           50730     14.2449E-03
           50731     19.4454E-03
           50732     48.5732E-03
           50733     14.0332E-03
           50734     17.2263E-03
           50735     12.1223E-03
           50736     13.4894E-03
           50737     13.0148E-03
           50738     1.56356E-03
           50739     12.7898E-03
           50740     5.84000E-03
           50741     10.7133E-03
           50742     1.24113E-03
           50743     16.2593E-03
           50744     17.2650E-03
           50745     21.3185E-03
           50746     25.7992E-03
           50747     21.3185E-03
           50748     13.3047E-03
           50749     6.33946E-03
           50750     10.5429E-03
           50751     16.4575E-03
           50752     9.39900E-03
           50753     1.34874E-03
           50754     6.96668E-03
           50755     6.92748E-03
           50756     18.7095E-03
           50757     42.8255E-03
           50758     11.5857E-03
           50759     9.04466E-03
           50760     11.9723E-03
           50761     17.9221E-03
           50762     20.7515E-03
           50763     10.7789E-03
           50764     15.6453E-03
           50765     11.3547E-03
           50766     29.0474E-03
           50767     22.2670E-03
           50768     18.2404E-03
           50769     19.3919E-03
           50770     11.3840E-03
           50771     13.6248E-03
           50772     17.1843E-03
           50773     22.3339E-03
           50774     1.46961E-03
           50775     16.1175E-03
           50776     18.1454E-03
           50777     18.8275E-03
           50778     17.9894E-03
           50779     35.3255E-03
           50780     1.30916E-03
           50781     10.0100E-03
           50782     39.4024E-03
           50783     22.5750E-03
           50784     36.6842E-03
           50785     16.9817E-03
           50786     122.911E-06
           50787     697.963E-06
           50788     721.959E-06
           50789     7.89599E-03
           50790     9.09316E-03
           50791     9.09318E-03
           50792     5.15780E-03
           50793     9.63243E-03
           50794     9.96579E-03
           50795     9.68263E-03
           50796     11.9966E-03
           50797     24.9148E-03
           50798     10.9663E-03
           50799     23.1300E-03
           50800     14.3191E-03
           50801     22.1394E-03
           50802     19.0605E-03
           50803     9.60188E-03
           50804     7.81493E-03
           50805     20.3875E-03
           50806     16.9121E-03
           50807     16.3778E-03
           50808     13.1304E-03
           50809     15.2207E-03
           50810     19.3365E-03
           50811     14.0623E-03
           50812     15.7122E-03
           50813     7.89296E-03
           50814     13.4958E-03
           50815     14.0623E-03
           50816     15.2616E-03
           50817     15.1560E-03
           50818     15.4044E-03
           50819     19.1416E-03
           50820     17.5784E-03
           50821     16.1240E-03
           50822     16.0786E-03
           50823     21.4838E-03
           50824     8.56837E-03
           50825     14.3979E-03
           50826     18.2936E-03
           50827     11.3645E-03
           50828     14.1183E-03
           50829     7.21943E-03
           50830     23.5684E-03
           50831     9.33800E-03
           50832     8.97590E-03
           50833     23.9398E-03
           50834     15.4713E-03
           50835     11.2321E-03
           50836     6.59019E-03
           50837     15.5270E-03
           50838     22.9269E-03
           50839     23.8185E-03
           50840     23.8185E-03
           50841     673.576E-06
           50842     14.3836E-03
           50843     1.33383E-03
           50844     1.48553E-03
           50845     1.42454E-03
           50846     1.51411E-03
           50847     6.92614E-03
           50848     19.2263E-03
           50849     9.08818E-03
           50850     12.2604E-03
           50851     3.31968E-03
           50852     7.23440E-03
           50853     3.17551E-03
           50854     4.62477E-03
           50855     10.6752E-03
           50856     14.9614E-03
           50857     1.49142E-03
           50858     14.6823E-03
           50859     14.8889E-03
           50860     10.2354E-03
           50861     26.0393E-03
           50862     29.1272E-03
           50863     19.2241E-03
           50864     10.0861E-03
           50865     11.2535E-03
           50866     18.2765E-03
           50867     5.02381E-03
           50868     11.9823E-03
           50869     12.8656E-03
           50870     13.0697E-03
           50871     13.6207E-03
           50872     14.4913E-03
           50873     25.5816E-03
           50874     17.2709E-03
           50875     728.727E-06
           50876     15.3050E-03
           50877     11.2144E-03
           50878     10.3260E-03
           50879     24.1282E-03
           50880     12.1758E-03
           50881     19.7429E-03
           50882     17.4146E-03
           50883     25.9006E-03
           50884     13.7531E-03
           50885     13.7873E-03
           50886     10.7550E-03
           50887     12.5314E-03
           50888     14.5355E-03
           50889     16.3121E-03
           50890     17.4349E-03
           50891     22.1564E-03
           50892     18.3488E-03
           50893     10.4169E-03
           50894     21.2003E-03
           50895     11.8102E-03
           50896     10.6909E-03
           50897     18.6523E-03
           50898     15.0669E-03
           50899     7.11763E-03
           50900     14.5743E-03
           50901     22.0749E-03
           50902     7.46597E-03
           50903     5.71159E-03
           50904     18.2410E-03
           50905     9.00664E-03
           50906     2.00926E-03
           50907     934.367E-06
           50908     14.5295E-03
           50909     10.8232E-03
           50910     10.0353E-03
           50911     19.6377E-03
           50912     15.8266E-03
           50913     9.22403E-03
           50914     12.3524E-03
           50915     12.7943E-03
           50916     12.5571E-03
           50917     11.0460E-03
           50918     8.43902E-03
           50919     11.2596E-03
           50920     12.8549E-03
           50921     8.32307E-03
           50922     7.77479E-03
           50923     11.7752E-03
           50924     8.18621E-03
           50925     17.5591E-03
           50926     17.4565E-03
           50927     17.3511E-03
           50928     17.1837E-03
           50929     19.2135E-03
           50930     8.99650E-03
           50931     25.4870E-03
           50932     25.6007E-03
           50933     15.2356E-03
           50934     13.4011E-03
           50935     13.0544E-03
           50936     17.1837E-03
           50937     12.3846E-03
           50938     17.0641E-03
           50939     16.8037E-03
           50940     14.3071E-03
           50941     8.43514E-03
           50942     13.0064E-03
           50943     22.8584E-03
           50944     11.5202E-03
           50945     24.2022E-03
           50946     8.70909E-03
           50947     14.8080E-03
           50948     11.2519E-03
           50949     8.80645E-03
           50950     7.97685E-03
           50951     10.3482E-03
           50952     12.2734E-03
           50953     8.25098E-03
           50954     8.49225E-03
           50955     1.83149E-03
           50956     1.96037E-03
           50957     7.35083E-03
           50958     25.5351E-03
           50959     14.9566E-03
           50960     15.8347E-03
           50961     20.8255E-03
           50962     11.9407E-03
           50963     18.8052E-03
           50964     13.3865E-03
           50965     9.79378E-03
           50966     7.71190E-03
           50967     23.1933E-03
           50968     16.7245E-03
           50969     10.1920E-03
           50970     7.93975E-03
           50971     23.0981E-03
           50972     3.54968E-03
           50973     11.3834E-03
           50974     23.5997E-03
           50975     13.8620E-03
           50976     12.9207E-03
           50977     21.7377E-03
           50978     11.7240E-03
           50979     13.4730E-03
           50980     16.5421E-03
           50981     10.4565E-03
           50982     11.2741E-03
           50983     20.3873E-03
           50984     16.8518E-03
           50985     14.6400E-03
           50986     11.7060E-03
           50987     17.9267E-03
           50988     10.9412E-03
           50989     14.3875E-03
           50990     32.1353E-03
           50991     22.2320E-03
           50992     12.2984E-03
           50993     10.2105E-03
           50994     23.6353E-03
           50995     12.5985E-03
           50996     1.21313E-03
           50997     22.3249E-03
           50998     11.0763E-03
           50999     1.08136E-03
           51000     11.0157E-03
           51001     21.7475E-03
           51002     10.2382E-03
           51003     12.2990E-03
           51004     9.19390E-03
           51005     15.6203E-03
           51006     27.6550E-03
           51007     26.0759E-03
           51008     14.8819E-03
           51009     23.3920E-03
           51010     19.8235E-03
           51011     11.8246E-03
           51012     7.08102E-03
           51013     15.3860E-03
           51014     18.0639E-03
           51015     8.51191E-03
           51016     14.8889E-03
           51017     18.5340E-03
           51018     10.7260E-03
           51019     11.5942E-03
           51020     12.5257E-03
           51021     13.9174E-03
           51022     13.6023E-03
           51023     18.1641E-03
           51024     643.131E-06
           51025     11.5341E-03
           51026     14.4263E-03
           51027     12.5563E-03
           51028     10.9691E-03
           51029     16.7734E-03
           51030     12.8437E-03
           51031     9.69445E-03
           51032     4.30506E-03
           51033     13.6975E-03
           51034     16.7715E-03
           51035     11.2415E-03
           51036     11.5392E-03
           51037     12.4197E-03
           51038     5.88558E-03
           51039     9.42709E-03
           51040     13.2736E-03
           51041     7.28598E-03
           51042     11.6822E-03
           51043     16.7850E-03
           51044     16.6061E-03
           51045     10.0998E-03
           51046     13.8825E-03
           51047     3.36346E-03
           51048     5.15310E-03
           51049     4.82184E-03
           51050     7.03339E-03
           51051     13.9242E-03
           51052     5.40258E-03
           51053     12.3798E-03
           51054     17.2846E-03
           51055     13.6119E-03
           51056     16.3489E-03
           51057     12.1520E-03
           51058     7.95368E-03
           51059     8.08508E-03
           51060     25.6486E-03
           51061     16.4887E-03
           51062     11.6461E-03
           51063     11.5018E-03
           51064     17.1837E-03
           51065     13.3255E-03
           51066     9.73726E-03
           51067     11.8206E-03
           51068     13.2009E-03
           51069     14.9411E-03
           51070     17.1837E-03
           51071     23.4702E-03
           51072     12.3557E-03
           51073     14.4659E-03
           51074     13.8094E-03
           51075     7.37567E-03
           51076     10.6665E-03
           51077     17.1397E-03
           51078     14.2342E-03
           51079     17.1686E-03
           51080     20.7769E-03
           51081     9.96524E-03
           51082     14.7524E-03
           51083     18.3527E-03
           51084     15.8050E-03
           51085     8.86718E-03
           51086     14.0787E-03
           51087     9.68833E-03
           51088     18.0949E-03
           51089     6.79098E-03
           51090     1.82431E-03
           51091     9.07004E-03
           51092     8.42575E-03
           51093     9.67146E-03
           51094     10.6895E-03
           51095     8.24185E-03
           51096     8.08505E-03
           51097     12.9664E-03
           51098     8.91179E-03
           51099     9.12100E-03
           51100     8.96968E-03
           51101     19.7243E-03
           51102     12.4962E-03
           51103     25.2281E-03
           51104     16.4975E-03
           51105     17.1998E-03
           51106     18.8251E-03
           51107     10.8787E-03
           51108     13.9986E-03
           51109     7.98082E-03
           51110     13.9497E-03
           51111     15.0544E-03
           51112     33.5670E-03
           51113     10.9467E-03
           51114     10.2850E-03
           51115     15.6717E-03
           51116     13.4534E-03
           51117     11.8782E-03
           51118     11.2890E-03
           51119     18.2807E-03
           51120     19.0735E-03
           51121     22.4220E-03
           51122     12.3318E-03
           51123     15.9819E-03
           51124     9.95656E-03
           51125     10.2206E-03
           51126     11.3517E-03
           51127     9.91227E-03
           51128     18.8775E-03
           51129     21.7573E-03
           51130     11.5857E-03
           51131     1.33430E-03
           51132     5.38500E-03
           51133     5.38500E-03
           51134     28.0396E-03
           51135     20.7572E-03
           51136     17.6723E-03
           51137     12.9872E-03
           51138     17.8282E-03
           51139     11.0481E-03
           51140     9.55176E-03
           51141     18.5630E-03
           51142     16.0427E-03
           51143     15.1340E-03
           51144     10.3395E-03
           51145     14.1881E-03
           51146     1.58170E-03
           51147     9.48405E-03
           51148     3.87921E-03
           51149     866.928E-06
           51150     7.38619E-03
           51151     2.33059E-03
           51152     351.315E-06
           51153     902.212E-06
           51154     7.37745E-03
           51155     9.79863E-03
           51156     13.8556E-03
           51157     11.4113E-03
           51158     12.1082E-03
           51159     18.2381E-03
           51160     21.9124E-03
           51161     18.6218E-03
           51162     19.1646E-03
           51163     13.1855E-03
           51164     12.5864E-03
           51165     16.0762E-03
           51166     11.6961E-03
           51167     11.8213E-03
           51168     22.1728E-03
           51169     13.5427E-03
           51170     19.0682E-03
           51171     10.9866E-03
           51172     13.0407E-03
           51173     25.3553E-03
           51174     19.5639E-03
           51175     13.4391E-03
           51176     12.6054E-03
           51177     10.1213E-03
           51178     13.9727E-03
           51179     13.3012E-03
           51180     10.9119E-03
           51181     16.5885E-03
           51182     11.4645E-03
           51183     12.9968E-03
           51184     12.4289E-03
           51185     11.1165E-03
           51186     11.3216E-03
           51187     1.17845E-03
           51188     13.4745E-03
           51189     21.4531E-03
           51190     23.4899E-03
           51191     34.0744E-03
           51192     12.1649E-03
           51193     20.1101E-03
           51194     7.84202E-03
           51195     10.7294E-03
           51196     9.00373E-03
           51197     10.6472E-03
           51198     12.4173E-03
           51199     10.4681E-03
           51200     21.5923E-03
           51201     15.6812E-03
           51202     7.16997E-03
           51203     18.8097E-03
           51204     9.89076E-03
           51205     22.1394E-03
           51206     9.41481E-03
           51207     11.3529E-03
           51208     17.6224E-03
           51209     13.7058E-03
           51210     10.6250E-03
           51211     17.2045E-03
           51212     18.4020E-03
           51213     11.4921E-03
           51214     16.5395E-03
           51215     10.8688E-03
           51216     19.6112E-03
           51217     23.8408E-03
           51218     18.1122E-03
           51219     19.6949E-03
           51220     23.1896E-03
           51221     14.0977E-03
           51222     14.0661E-03
           51223     25.1846E-03
           51224     11.0193E-03
           51225     16.1159E-03
           51226     11.4649E-03
           51227     12.8062E-03
           51228     12.3039E-03
           51229     13.9402E-03
           51230     14.4860E-03
           51231     24.8445E-03
           51232     10.7545E-03
           51233     11.4633E-03
           51234     22.1353E-03
           51235     8.04329E-03
           51236     7.74982E-03
           51237     7.99543E-03
           51238     12.9303E-03
           51239     15.2070E-03
           51240     8.33282E-03
           51241     10.1275E-03
           51242     9.12494E-03
           51243     10.6149E-03
           51244     10.0685E-03
           51245     15.9146E-03
           51246     12.3462E-03
           51247     14.1800E-03
           51248     15.9281E-03
           51249     27.7763E-03
           51250     19.2692E-03
           51251     21.5225E-03
           51252     11.0930E-03
           51253     25.2345E-03
           51254     14.1578E-03
           51255     14.6107E-03
           51256     13.9566E-03
           51257     14.5823E-03
           51258     10.1136E-03
           51259     14.5910E-03
           51260     25.9752E-03
           51261     12.6856E-03
           51262     11.0080E-03
           51263     12.7877E-03
           51264     1.17137E-03
           51265     1.13622E-03
           51266     3.93419E-03
           51267     15.9716E-03
           51268     14.1072E-03
           51269     17.1684E-03
           51270     18.0477E-03
           51271     13.6996E-03
           51272     16.2349E-03
           51273     12.0022E-03
           51274     21.3541E-03
           51275     8.52224E-03
           51276     23.4671E-03
           51277     13.3287E-03
           51278     4.77227E-03
           51279     29.8861E-03
           51280     11.8491E-03
           51281     27.6378E-03
           51282     28.1504E-03
           51283     10.3074E-03
           51284     32.4663E-03
           51285     13.3210E-03
           51286     11.0832E-03
           51287     18.9067E-03
           51288     8.14734E-03
           51289     15.3968E-03
           51290     10.8603E-03
           51291     1.30725E-03
           51292     2.67169E-03
           51293     1.28361E-03
           51294     10.0336E-03
           51295     19.5860E-03
           51296     19.1738E-03
           51297     9.98107E-03
           51298     12.8109E-03
           51299     7.04874E-03
           51300     8.96475E-03
           51301     15.1064E-03
           51302     16.2341E-03
           51303     17.6689E-03
           51304     16.6673E-03
           51305     17.0796E-03
           51306     15.2735E-03
           51307     15.6126E-03
           51308     16.6126E-03
           51309     16.7714E-03
           51310     13.0847E-03
           51311     11.1834E-03
           51312     967.495E-06
           51313     12.0598E-03
           51314     16.4320E-03
           51315     20.3314E-03
           51316     9.03797E-03
           51317     9.32423E-03
           51318     1.43295E-03
           51319     9.22662E-03
           51320     1.32261E-03
           51321     17.9464E-03
           51322     12.4571E-03
           51323     13.5705E-03
           51324     9.54306E-03
           51325     15.6229E-03
           51326     20.1601E-03
           51327     13.1323E-03
           51328     12.5991E-03
           51329     10.8823E-03
           51330     11.3368E-03
           51331     11.7622E-03
           51332     11.6354E-03
           51333     14.8019E-03
           51334     2.48461E-03
           51335     7.51446E-03
           51336     10.8435E-03
           51337     12.3081E-03
           51338     9.14875E-03
           51339     13.1312E-03
           51340     13.5612E-03
           51341     1.36636E-03
           51342     18.5340E-03
           51343     14.0379E-03
           51344     13.7159E-03
           51345     10.4565E-03
           51346     25.4630E-03
           51347     9.94285E-03
           51348     9.63272E-03
           51349     16.0596E-03
           51350     30.6287E-03
           51351     12.0341E-03
           51352     8.43357E-03
           51353     14.9526E-03
           51354     11.3749E-03
           51355     9.62346E-03
           51356     8.79816E-03
           51357     23.9699E-03
           51358     11.2397E-03
           51359     11.1598E-03
           51360     11.4385E-03
           51361     19.9673E-03
           51362     22.1748E-03
           51363     21.7826E-03
           51364     11.4090E-03
           51365     8.96487E-03
           51366     21.6477E-03
           51367     9.03986E-03
           51368     22.1508E-03
           51369     7.92952E-03
           51370     13.6151E-03
           51371     14.3295E-03
           51372     10.1043E-03
           51373     8.37004E-03
           51374     17.2272E-03
           51375     14.5898E-03
           51376     11.6756E-03
           51377     23.9680E-03
           51378     17.8988E-03
           51379     17.0464E-03
           51380     17.6773E-03
           51381     13.0903E-03
           51382     10.0825E-03
           51383     18.2597E-03
           51384     12.8722E-03
           51385     10.7527E-03
           51386     9.94131E-03
           51387     9.17968E-03
           51388     13.8561E-03
           51389     14.9238E-03
           51390     11.9546E-03
           51391     13.4222E-03
           51392     23.2190E-03
           51393     13.6972E-03
           51394     12.9467E-03
           51395     12.3049E-03
           51396     19.3255E-03
           51397     16.6426E-03
           51398     12.8255E-03
           51399     10.8083E-03
           51400     16.8741E-03
           51401     12.7769E-03
           51402     10.7012E-03
           51403     11.2611E-03
           51404     10.8158E-03
           51405     13.2646E-03
           51406     8.59256E-03
           51407     9.86994E-03
           51408     17.6075E-03
           51409     1.53016E-03
           51410     6.80015E-03
           51411     10.6699E-03
           51412     15.9066E-03
           51413     9.06377E-03
           51414     7.15559E-03
           51415     11.2256E-03
           51416     15.1217E-03
           51417     10.9703E-03
           51418     13.1146E-03
           51419     14.0394E-03
           51420     12.7631E-03
           51421     1.17991E-03
           51422     11.9126E-03
           51423     16.5673E-03
           51424     24.3656E-03
           51425     13.9329E-03
           51426     21.3690E-03
           51427     19.9924E-03
           51428     21.7698E-03
           51429     21.9750E-03
           51430     14.0807E-03
           51431     13.9117E-03
           51432     5.20163E-03
           51433     7.99518E-03
           51434     19.1008E-03
           51435     14.7570E-03
           51436     10.1939E-03
           51437     8.53027E-03
           51438     8.41187E-03
           51439     1.63311E-03
           51440     14.4299E-03
           51441     14.8676E-03
           51442     5.34595E-03
           51443     15.4454E-03
           51444     16.8313E-03
           51445     15.0352E-03
           51446     16.4890E-03
           51447     12.2320E-03
           51448     19.1618E-03
           51449     18.3852E-03
           51450     13.8876E-03
           51451     13.3447E-03
           51452     13.3364E-03
           51453     15.8739E-03
           51454     9.83970E-03
           51455     13.9574E-03
           51456     15.0577E-03
           51457     16.5634E-03
           51458     9.29222E-03
           51459     13.0405E-03
           51460     12.4908E-03
           51461     18.1581E-03
           51462     12.6814E-03
           51463     9.57824E-03
           51464     12.9160E-03
           51465     4.55400E-03
           51466     1.32145E-03
           51467     7.36204E-03
           51468     17.7467E-03
           51469     21.7406E-03
           51470     11.4680E-03
           51471     12.4975E-03
           51472     8.20564E-03
           51473     11.6057E-03
           51474     15.8020E-03
           51475     17.6102E-03
           51476     19.2185E-03
           51477     16.3949E-03
           51478     20.5705E-03
           51479     22.4605E-03
           51480     21.9812E-03
           51481     23.4156E-03
           51482     9.04354E-03
           51483     18.4168E-03
           51484     11.0227E-03
           51485     19.6353E-03
           51486     21.7791E-03
           51487     15.3743E-03
           51488     21.0639E-03
           51489     16.5922E-03
           51490     19.3548E-03
           51491     15.3391E-03
           51492     11.0297E-03
           51493     7.45300E-03
           51494     11.7752E-03
           51495     17.8900E-03
           51496     12.7622E-03
           51497     9.50106E-03
           51498     10.0902E-03
           51499     11.8745E-03
           51500     11.6724E-03
           51501     24.2886E-03
           51502     15.2916E-03
           51503     14.3745E-03
           51504     15.5489E-03
           51505     11.2492E-03
           51506     9.50674E-03
           51507     10.0030E-03
           51508     11.8787E-03
           51509     18.4718E-03
           51510     15.0950E-03
           51511     10.1237E-03
           51512     13.2781E-03
           51513     13.5419E-03
           51514     11.0033E-03
           51515     12.2730E-03
           51516     8.35427E-03
           51517     7.87028E-03
           51518     14.4374E-03
           51519     10.7161E-03
           51520     9.71108E-03
           51521     8.63157E-03
           51522     1.54296E-03
           51523     18.8685E-03
           51524     7.01512E-03
           51525     7.48244E-03
           51526     4.39624E-03
           51527     16.2128E-03
           51528     16.0789E-03
           51529     14.3838E-03
           51530     11.4442E-03
           51531     11.6909E-03
           51532     15.4407E-03
           51533     28.5692E-03
           51534     10.4128E-03
           51535     11.8136E-03
           51536     16.1820E-03
           51537     11.2734E-03
           51538     7.24149E-03
           51539     10.7861E-03
           51540     18.6156E-03
           51541     22.7045E-03
           51542     12.0581E-03
           51543     11.7715E-03
           51544     12.1239E-03
           51545     10.0718E-03
           51546     11.2136E-03
           51547     14.4354E-03
           51548     13.1506E-03
           51549     12.4201E-03
           51550     15.0216E-03
           51551     11.6246E-03
           51552     7.82444E-03
           51553     12.1981E-03
           51554     1.23775E-03
           51555     538.377E-06
           51556     5.35055E-03
           51557     19.7527E-03
           51558     3.02249E-03
           51559     2.97795E-03
           51560     1.18696E-03
           51561     359.267E-06
           51562     3.03713E-03
           51563     12.8200E-03
           51564     24.6377E-03
           51565     10.9283E-03
           51566     15.0831E-03
           51567     23.0412E-03
           51568     12.8573E-03
           51569     6.26459E-03
           51570     6.59879E-03
           51571     14.1431E-03
           51572     11.8896E-03
           51573     7.01475E-03
           51574     31.5030E-03
           51575     9.09795E-03
           51576     17.5457E-03
           51577     11.1731E-03
           51578     10.2689E-03
           51579     7.54321E-03
           51580     6.87429E-03
           51581     7.94185E-03
           51582     17.5692E-03
           51583     18.1795E-03
           51584     16.3680E-03
           51585     11.2736E-03
           51586     11.2736E-03
           51587     16.1413E-03
           51588     17.4648E-03
           51589     13.0389E-03
           51590     15.8925E-03
           51591     9.85972E-03
           51592     13.0950E-03
           51593     37.0101E-03
           51594     19.4517E-03
           51595     11.5778E-03
           51596     24.3165E-03
           51597     15.8313E-03
           51598     12.3964E-03
           51599     23.9624E-03
           51600     18.0956E-03
           51601     14.0398E-03
           51602     14.0122E-03
           51603     9.23547E-03
           51604     12.6836E-03
           51605     22.2869E-03
           51606     20.0929E-03
           51607     10.5959E-03
           51608     10.4444E-03
           51609     11.5195E-03
           51610     8.66379E-03
           51611     19.3588E-03
           51612     21.5469E-03
           51613     13.3565E-03
           51614     8.34590E-03
           51615     13.3565E-03
           51616     15.4390E-03
           51617     2.01116E-03
           51618     14.4923E-03
           51619     14.9126E-03
           51620     9.14336E-03
           51621     15.2927E-03
           51622     12.0372E-03
           51623     21.7085E-03
           51624     13.1304E-03
           51625     12.4422E-03
           51626     16.2959E-03
           51627     15.6210E-03
           51628     14.6343E-03
           51629     10.1881E-03
           51630     12.3356E-03
           51631     15.7122E-03
           51632     14.6209E-03
           51633     8.89467E-03
           51634     15.1188E-03
           51635     18.8496E-03
           51636     14.9520E-03
           51637     19.1900E-03
           51638     15.5027E-03
           51639     14.0934E-03
           51640     15.4845E-03
           51641     14.9526E-03
           51642     7.94316E-03
           51643     9.37413E-03
           51644     7.91978E-03
           51645     23.2502E-03
           51646     13.5474E-03
           51647     18.4836E-03
           51648     14.6770E-03
           51649     12.4250E-03
           51650     21.0211E-03
           51651     9.50106E-03
           51652     17.1732E-03
           51653     14.2582E-03
           51654     15.4081E-03
           51655     3.79852E-03
           51656     20.8526E-03
           51657     9.93797E-03
           51658     8.09496E-03
           51659     30.4476E-03
           51660     24.4221E-03
           51661     6.92650E-03
           51662     12.8215E-03
           51663     13.8266E-03
           51664     4.97777E-03
           51665     14.8031E-03
           51666     13.6645E-03
           51667     3.98456E-03
           51668     14.9098E-03
           51669     13.8990E-03
           51670     11.3189E-03
           51671     2.03890E-03
           51672     16.3314E-03
           51673     13.8185E-03
           51674     14.4869E-03
           51675     8.26056E-03
           51676     12.1056E-03
           51677     12.1840E-03
           51678     7.70903E-03
           51679     7.63977E-03
           51680     13.8727E-03
           51681     17.1238E-03
           51682     11.6115E-03
           51683     14.2934E-03
           51684     9.57866E-03
           51685     9.06086E-03
           51686     10.5560E-03
           51687     19.4452E-03
           51688     9.97468E-03
           51689     15.6315E-03
           51690     10.0947E-03
           51691     10.4211E-03
           51692     11.3331E-03
           51693     13.4845E-03
           51694     12.1003E-03
           51695     13.7454E-03
           51696     19.3881E-03
           51697     16.2119E-03
           51698     13.9155E-03
           51699     14.2383E-03
           51700     13.9123E-03
           51701     16.4101E-03
           51702     16.6510E-03
           51703     15.6053E-03
           51704     7.41674E-03
           51705     15.6372E-03
           51706     10.8892E-03
           51707     15.4860E-03
           51708     12.9656E-03
           51709     10.4167E-03
           51710     17.4957E-03
           51711     17.4957E-03
           51712     13.1853E-03
           51713     20.4440E-03
           51714     22.8540E-03
           51715     25.5794E-03
           51716     15.3999E-03
           51717     23.2008E-03
           51718     7.51033E-03
           51719     14.3836E-03
           51720     24.1651E-03
           51721     10.0006E-03
           51722     22.3595E-03
           51723     10.3578E-03
           51724     13.5861E-03
           51725     15.9051E-03
           51726     15.9052E-03
           51727     17.4957E-03
           51728     11.1000E-03
           51729     10.4167E-03
           51730     10.4167E-03
           51731     14.6901E-03
           51732     10.2675E-03
           51733     7.27310E-03
           51734     10.1675E-03
           51735     16.9171E-03
           51736     16.1121E-03
           51737     25.3275E-03
           51738     14.2354E-03
           51739     9.36634E-03
           51740     12.2762E-03
           51741     21.9913E-03
           51742     10.5912E-03
           51743     10.1645E-03
           51744     8.27394E-03
           51745     23.5424E-03
           51746     38.9325E-03
           51747     11.8284E-03
           51748     14.3078E-03
           51749     13.1242E-03
           51750     17.1907E-03
           51751     15.2069E-03
           51752     15.4653E-03
           51753     15.7504E-03
           51754     21.8883E-03
           51755     17.2581E-03
           51756     8.31071E-03
           51757     12.4736E-03
           51758     17.1836E-03
           51759     15.6900E-03
           51760     19.8114E-03
           51761     12.5885E-03
           51762     24.0739E-03
           51763     17.1540E-03
           51764     23.4891E-03
           51765     17.2670E-03
           51766     13.8181E-03
           51767     12.8957E-03
           51768     12.5107E-03
           51769     19.1578E-03
           51770     17.7630E-03
           51771     8.53556E-03
           51772     15.8222E-03
           51773     10.6491E-03
           51774     17.4204E-03
           51775     19.0377E-03
           51776     6.22633E-03
           51777     5.13905E-03
           51778     12.2462E-03
           51779     9.91539E-03
           51780     18.2904E-03
           51781     18.0739E-03
           51782     8.73033E-03
           51783     20.3532E-03
           51784     16.1916E-03
           51785     20.0217E-03
