Field Output reported for whole element for region: COMPOSITE-1.Region_2

   Element Label            EVOL
                          @Loc 1
---------------------------------
           61430     19.9218E-03
           61431     10.3123E-03
           61432     17.5450E-03
           61433     15.9961E-03
           61434     19.9218E-03
           61435     12.7075E-03
           61436     27.7083E-03
           61437     16.7841E-03
           61438     1.48483E-03
           61439     9.02430E-03
           61440     12.1789E-03
           61441     17.4480E-03
           61442     34.5371E-03
           61443     13.0118E-03
           61444     12.3546E-03
           61445     11.6472E-03
           61446     12.0422E-03
           61447     10.6442E-03
           61448     20.4126E-03
           61449     10.3816E-03
           61450     11.6762E-03
           61451     8.95943E-03
           61452     10.4565E-03
           61453     9.20995E-03
           61454     9.92673E-03
           61455     12.2186E-03
           61456     11.5141E-03
           61457     9.92673E-03
           61458     7.93975E-03
           61459     15.6867E-03
           61460     18.1107E-03
           61461     7.93975E-03
           61462     10.4565E-03
           61463     723.671E-06
           61464     1.35452E-03
           61465     9.40035E-03
           61466     2.55174E-03
           61467     16.6347E-03
           61468     9.20996E-03
           61469     8.96143E-03
           61470     17.8988E-03
           61471     10.4565E-03
           61472     15.8222E-03
           61473     10.6728E-03
           61474     15.1343E-03
           61475     9.92673E-03
           61476     8.09497E-03
           61477     15.4492E-03
           61478     4.61205E-03
           61479     13.5659E-03
           61480     10.0051E-03
           61481     9.40975E-03
           61482     8.70910E-03
           61483     8.03149E-03
           61484     10.4565E-03
           61485     8.08565E-03
           61486     13.6645E-03
           61487     13.8100E-03
           61488     11.5814E-03
           61489     16.3817E-03
           61490     16.5976E-03
           61491     18.4774E-03
           61492     16.8761E-03
           61493     6.08160E-03
           61494     10.0887E-03
           61495     8.16131E-03
           61496     11.3987E-03
           61497     10.0730E-03
           61498     9.92673E-03
           61499     6.92612E-03
           61500     10.3645E-03
           61501     19.4112E-03
           61502     12.1697E-03
           61503     13.5659E-03
           61504     12.6096E-03
           61505     11.8174E-03
           61506     15.6052E-03
           61507     5.06031E-03
           61508     1.35758E-03
           61509     4.72024E-03
           61510     8.94424E-03
           61511     12.1505E-03
           61512     7.15559E-03
           61513     7.66958E-03
           61514     2.44809E-03
           61515     15.0754E-03
           61516     2.06301E-03
           61517     10.0729E-03
           61518     13.7866E-03
           61519     10.0887E-03
           61520     15.2530E-03
           61521     15.8222E-03
           61522     18.0612E-03
           61523     23.2497E-03
           61524     15.0771E-03
           61525     13.6645E-03
           61526     6.66974E-03
           61527     1.12097E-03
           61528     15.8340E-03
           61529     1.35466E-03
           61530     7.50303E-03
           61531     1.12058E-03
           61532     12.1046E-03
           61533     7.78109E-03
           61534     15.8222E-03
           61535     15.7918E-03
           61536     1.12246E-03
           61537     773.233E-06
           61538     12.9489E-03
           61539     9.02431E-03
           61540     8.95943E-03
           61541     12.9264E-03
           61542     12.1046E-03
           61543     8.70909E-03
           61544     8.39308E-03
           61545     8.51307E-03
           61546     12.0984E-03
           61547     14.7055E-03
           61548     13.5256E-03
           61549     1.33671E-03
           61550     1.12270E-03
           61551     11.8881E-03
           61552     8.94871E-03
           61553     4.37214E-03
           61554     2.23975E-03
           61555     9.20996E-03
           61556     7.61751E-03
           61557     16.0278E-03
           61558     11.2957E-03
           61559     9.44776E-03
           61560     8.95942E-03
           61561     8.39308E-03
           61562     10.6442E-03
           61563     11.3944E-03
           61564     10.0887E-03
           61565     13.5419E-03
           61566     8.09497E-03
           61567     13.5659E-03
           61568     16.1721E-03
           61569     11.0906E-03
           61570     785.185E-06
           61571     942.435E-06
           61572     6.94972E-03
           61573     15.8222E-03
           61574     4.57883E-03
           61575     10.8468E-03
           61576     11.8825E-03
           61577     21.9302E-03
           61578     11.7607E-03
           61579     15.8222E-03
           61580     7.15558E-03
           61581     12.1505E-03
           61582     7.15558E-03
           61583     11.3113E-03
           61584     11.3988E-03
           61585     17.8988E-03
           61586     7.82895E-03
           61587     11.4832E-03
           61588     11.7749E-03
           61589     1.33135E-03
           61590     12.3489E-03
           61591     12.4868E-03
           61592     12.6096E-03
           61593     6.52688E-03
           61594     20.5875E-03
           61595     16.7066E-03
           61596     10.8905E-03
           61597     8.39307E-03
           61598     17.8988E-03
           61599     20.1869E-03
           61600     8.09334E-03
           61601     9.96518E-03
           61602     13.5334E-03
           61603     10.5708E-03
           61604     7.66958E-03
           61605     13.2647E-03
           61606     15.6053E-03
           61607     10.0452E-03
           61608     17.8022E-03
           61609     15.8222E-03
           61610     11.9143E-03
           61611     20.3107E-03
           61612     6.85283E-03
           61613     12.0095E-03
           61614     19.5795E-03
           61615     30.2124E-03
           61616     3.96079E-03
           61617     12.0243E-03
           61618     10.4923E-03
           61619     13.2583E-03
           61620     16.3148E-03
           61621     11.4831E-03
           61622     22.2260E-03
           61623     4.52928E-03
           61624     7.91037E-03
           61625     1.97127E-03
           61626     8.04663E-03
           61627     866.148E-06
           61628     740.141E-06
           61629     10.9508E-03
           61630     17.8988E-03
           61631     2.01508E-03
           61632     1.38648E-03
           61633     10.0887E-03
           61634     8.74186E-03
           61635     863.979E-06
           61636     13.5659E-03
           61637     10.4565E-03
           61638     13.5659E-03
           61639     11.1603E-03
           61640     17.6426E-03
           61641     7.88273E-03
           61642     5.41825E-03
           61643     33.0366E-03
           61644     27.7083E-03
           61645     8.55428E-03
           61646     15.4110E-03
           61647     861.251E-06
           61648     7.31543E-03
           61649     1.21765E-03
           61650     1.17082E-03
           61651     12.2818E-03
           61652     7.88273E-03
           61653     15.1868E-03
           61654     19.2797E-03
           61655     22.5750E-03
           61656     15.1868E-03
           61657     10.4161E-03
           61658     9.67654E-03
           61659     1.62338E-03
           61660     10.8317E-03
           61661     16.1224E-03
           61662     15.0193E-03
           61663     10.6442E-03
           61664     7.83360E-03
           61665     782.949E-06
           61666     20.3898E-03
           61667     12.0931E-03
           61668     25.5956E-03
           61669     14.2419E-03
           61670     8.55635E-03
           61671     8.99369E-03
           61672     11.7766E-03
           61673     10.0730E-03
           61674     15.6764E-03
           61675     15.2850E-03
           61676     12.4883E-03
           61677     11.5248E-03
           61678     14.3448E-03
           61679     11.5018E-03
           61680     9.40975E-03
           61681     13.9180E-03
           61682     11.5117E-03
           61683     8.47020E-03
           61684     22.6463E-03
           61685     1.41524E-03
           61686     1.33165E-03
           61687     7.03873E-03
           61688     9.67653E-03
           61689     9.40035E-03
           61690     10.1781E-03
           61691     14.8730E-03
           61692     6.60902E-03
           61693     395.353E-06
           61694     13.5653E-03
           61695     7.03872E-03
           61696     14.5174E-03
           61697     11.5914E-03
           61698     15.1461E-03
           61699     2.01508E-03
           61700     11.4633E-03
           61701     7.91377E-03
           61702     11.9492E-03
           61703     7.15914E-03
           61704     15.6505E-03
           61705     7.83642E-03
           61706     6.60901E-03
           61707     17.4009E-03
           61708     8.72654E-03
           61709     11.4831E-03
           61710     17.1085E-03
           61711     10.0887E-03
           61712     12.5095E-03
           61713     11.0008E-03
           61714     26.3154E-03
           61715     12.8772E-03
           61716     13.4126E-03
           61717     10.5708E-03
           61718     20.1869E-03
           61719     18.4105E-03
           61720     15.7537E-03
           61721     13.9944E-03
           61722     4.92815E-03
           61723     4.52856E-03
           61724     7.66958E-03
           61725     1.31521E-03
           61726     11.0808E-03
           61727     14.8133E-03
           61728     16.8407E-03
           61729     8.50100E-03
           61730     17.6207E-03
           61731     9.02431E-03
           61732     9.40975E-03
           61733     943.058E-06
           61734     10.5034E-03
           61735     10.5798E-03
           61736     8.64783E-03
           61737     9.48366E-03
           61738     11.6612E-03
           61739     11.6282E-03
           61740     17.8988E-03
           61741     11.8017E-03
           61742     12.7939E-03
           61743     7.91039E-03
           61744     20.2112E-03
           61745     12.8772E-03
           61746     20.5875E-03
           61747     15.0771E-03
           61748     10.6810E-03
           61749     13.3691E-03
           61750     18.5279E-03
           61751     11.5798E-03
           61752     13.6629E-03
           61753     15.5936E-03
           61754     16.1596E-03
           61755     8.69738E-03
           61756     12.8402E-03
           61757     7.91038E-03
           61758     34.9913E-03
           61759     8.74819E-03
           61760     15.7650E-03
           61761     11.2611E-03
           61762     9.67654E-03
           61763     9.60326E-03
           61764     15.4400E-03
           61765     960.909E-06
           61766     7.58877E-03
           61767     2.01508E-03
           61768     2.01116E-03
           61769     9.59506E-03
           61770     18.7353E-03
           61771     1.34853E-03
           61772     16.1548E-03
           61773     20.6662E-03
           61774     1.80328E-03
           61775     14.0976E-03
           61776     6.66473E-03
           61777     20.7594E-03
           61778     9.81894E-03
           61779     5.42987E-03
           61780     10.0887E-03
           61781     17.4144E-03
           61782     5.57700E-03
           61783     3.89599E-03
           61784     7.83642E-03
           61785     12.8772E-03
           61786     13.4166E-03
           61787     8.72655E-03
           61788     10.5062E-03
           61789     10.1933E-03
           61790     2.01032E-03
           61791     1.35367E-03
           61792     13.5334E-03
           61793     8.55427E-03
           61794     8.68845E-03
           61795     8.51314E-03
           61796     15.5617E-03
           61797     13.0118E-03
           61798     1.56663E-03
           61799     7.15560E-03
           61800     8.78270E-03
           61801     10.4565E-03
           61802     10.6442E-03
           61803     10.5822E-03
           61804     20.1180E-03
           61805     8.50684E-03
           61806     9.18620E-03
           61807     11.6541E-03
           61808     14.3770E-03
           61809     8.51056E-03
           61810     10.0298E-03
           61811     2.01116E-03
           61812     17.9412E-03
           61813     13.4126E-03
           61814     15.2556E-03
           61815     20.3557E-03
           61816     14.8730E-03
           61817     13.5944E-03
           61818     17.1126E-03
           61819     10.8161E-03
           61820     9.67652E-03
           61821     25.9390E-03
           61822     12.3523E-03
           61823     15.4400E-03
           61824     7.88272E-03
           61825     12.5460E-03
           61826     11.2610E-03
           61827     6.92618E-03
           61828     10.6442E-03
           61829     20.3557E-03
           61830     22.6463E-03
           61831     13.5932E-03
           61832     17.8988E-03
           61833     12.5451E-03
           61834     24.3902E-03
           61835     14.3477E-03
           61836     17.8988E-03
           61837     14.2419E-03
           61838     18.0527E-03
           61839     7.83630E-03
           61840     8.68127E-03
           61841     22.6463E-03
           61842     9.66233E-03
           61843     9.68917E-03
           61844     10.0298E-03
           61845     14.3628E-03
           61846     15.4800E-03
           61847     13.9944E-03
           61848     15.8222E-03
           61849     4.02724E-03
           61850     13.8690E-03
           61851     10.6442E-03
           61852     9.94285E-03
           61853     16.2717E-03
           61854     3.37967E-03
           61855     11.3987E-03
           61856     17.8988E-03
           61857     1.33076E-03
           61858     15.1658E-03
           61859     9.20995E-03
           61860     10.6442E-03
           61861     19.2833E-03
           61862     11.1598E-03
           61863     8.95943E-03
           61864     17.8988E-03
           61865     7.91038E-03
           61866     7.15558E-03
           61867     11.7750E-03
           61868     10.8161E-03
           61869     12.7949E-03
           61870     11.4113E-03
           61871     13.0601E-03
           61872     7.03873E-03
           61873     7.03872E-03
           61874     8.31442E-03
           61875     11.2611E-03
           61876     15.4400E-03
           61877     17.2183E-03
           61878     7.83643E-03
           61879     6.60014E-03
           61880     18.6010E-03
           61881     11.4281E-03
           61882     5.93705E-03
           61883     13.8004E-03
           61884     1.35337E-03
           61885     21.3390E-03
           61886     1.35367E-03
           61887     9.43686E-03
           61888     10.0806E-03
           61889     287.863E-06
           61890     10.7928E-03
           61891     8.52295E-03
           61892     15.7968E-03
           61893     8.60948E-03
           61894     8.59955E-03
           61895     7.15560E-03
           61896     15.7205E-03
           61897     10.0887E-03
           61898     13.9878E-03
           61899     15.1217E-03
           61900     15.8222E-03
           61901     9.20995E-03
           61902     13.6645E-03
           61903     10.6442E-03
           61904     13.9268E-03
           61905     15.0332E-03
           61906     10.1395E-03
           61907     16.2839E-03
           61908     10.6221E-03
           61909     17.8988E-03
           61910     9.25538E-03
           61911     14.9731E-03
           61912     20.8070E-03
           61913     10.6442E-03
           61914     15.0368E-03
           61915     11.1382E-03
           61916     22.9922E-03
           61917     10.9614E-03
           61918     14.9669E-03
           61919     21.2311E-03
           61920     30.6649E-03
           61921     7.88272E-03
           61922     15.4400E-03
           61923     1.55893E-03
           61924     7.83643E-03
           61925     9.92673E-03
           61926     7.91038E-03
           61927     18.6125E-03
           61928     9.92673E-03
           61929     3.56477E-03
           61930     11.8483E-03
           61931     3.73687E-03
           61932     10.7230E-03
           61933     9.59506E-03
           61934     18.0527E-03
           61935     10.6442E-03
           61936     10.3286E-03
           61937     7.91377E-03
           61938     14.3785E-03
           61939     10.0319E-03
           61940     10.8161E-03
           61941     7.96033E-03
           61942     8.29758E-03
           61943     13.9944E-03
           61944     14.0229E-03
           61945     24.0739E-03
           61946     7.54097E-03
           61947     13.2583E-03
           61948     10.5783E-03
           61949     10.7161E-03
           61950     15.4400E-03
           61951     15.7424E-03
           61952     1.42862E-03
           61953     18.0611E-03
           61954     10.6442E-03
           61955     13.9878E-03
           61956     7.91377E-03
           61957     12.6096E-03
           61958     132.112E-06
           61959     94.3934E-06
           61960     18.0898E-03
           61961     2.01116E-03
           61962     9.92673E-03
           61963     2.00566E-03
           61964     22.6463E-03
           61965     2.32489E-03
           61966     1.35337E-03
           61967     13.9445E-03
           61968     1.34882E-03
           61969     10.6442E-03
           61970     10.5391E-03
           61971     1.34749E-03
           61972     15.2556E-03
           61973     7.88272E-03
           61974     2.00566E-03
           61975     10.0806E-03
           61976     19.8027E-03
           61977     9.67861E-03
           61978     10.5134E-03
           61979     12.2085E-03
           61980     7.91376E-03
           61981     17.1394E-03
           61982     8.67349E-03
           61983     13.8100E-03
           61984     9.20996E-03
           61985     15.4049E-03
           61986     19.1500E-03
           61987     22.9025E-03
           61988     14.3838E-03
           61989     7.59001E-03
           61990     18.4326E-03
           61991     8.87243E-03
           61992     15.7205E-03
           61993     12.2267E-03
           61994     20.6090E-03
           61995     10.7185E-03
           61996     15.9801E-03
           61997     13.5334E-03
           61998     14.3816E-03
           61999     12.2611E-03
           62000     12.4680E-03
           62001     9.67652E-03
           62002     7.93976E-03
           62003     8.60949E-03
           62004     7.91377E-03
           62005     1.66065E-03
           62006     11.4629E-03
           62007     9.10843E-03
           62008     9.92673E-03
           62009     11.7242E-03
           62010     17.1837E-03
           62011     7.15559E-03
           62012     7.15559E-03
           62013     8.04662E-03
           62014     10.6096E-03
           62015     9.59506E-03
           62016     11.4113E-03
           62017     15.6505E-03
           62018     1.19039E-03
           62019     11.4831E-03
           62020     9.92673E-03
           62021     6.61798E-03
           62022     12.2530E-03
           62023     8.64751E-03
           62024     12.6244E-03
           62025     14.9625E-03
           62026     14.4118E-03
           62027     19.6617E-03
           62028     11.7331E-03
           62029     11.7331E-03
           62030     10.6442E-03
           62031     3.41377E-03
           62032     11.9951E-03
           62033     4.85046E-03
           62034     9.42708E-03
           62035     8.84442E-03
           62036     18.5340E-03
           62037     12.6096E-03
           62038     17.8993E-03
           62039     12.9733E-03
           62040     17.9582E-03
           62041     9.67701E-03
           62042     16.7371E-03
           62043     12.4423E-03
           62044     16.5462E-03
           62045     13.0571E-03
           62046     16.5692E-03
           62047     10.3118E-03
           62048     11.1267E-03
           62049     9.92673E-03
           62050     16.7108E-03
           62051     9.91150E-03
           62052     12.9516E-03
           62053     12.4835E-03
           62054     667.408E-06
           62055     11.0781E-03
           62056     20.9415E-03
           62057     11.1660E-03
           62058     542.911E-06
           62059     995.262E-06
           62060     5.24863E-03
           62061     7.88273E-03
           62062     10.4167E-03
           62063     13.9243E-03
           62064     10.9799E-03
           62065     8.50587E-03
           62066     14.4419E-03
           62067     23.4029E-03
           62068     9.59506E-03
           62069     11.6282E-03
           62070     15.8222E-03
           62071     13.9944E-03
           62072     18.0117E-03
           62073     10.9149E-03
           62074     22.1155E-03
           62075     12.5117E-03
           62076     7.88272E-03
           62077     8.64752E-03
           62078     7.83643E-03
           62079     8.22094E-03
           62080     9.92673E-03
           62081     17.4957E-03
           62082     4.45091E-03
           62083     10.6442E-03
           62084     15.7968E-03
           62085     11.6612E-03
           62086     1.43421E-03
           62087     11.1060E-03
           62088     9.92673E-03
           62089     13.2677E-03
           62090     15.4400E-03
           62091     6.34877E-03
           62092     12.3833E-03
           62093     9.92673E-03
           62094     7.46938E-03
           62095     12.5194E-03
           62096     12.6096E-03
           62097     11.4633E-03
           62098     8.99118E-03
           62099     1.31652E-03
           62100     17.8764E-03
           62101     11.3327E-03
           62102     1.04206E-03
           62103     14.1452E-03
           62104     7.15560E-03
           62105     8.09497E-03
           62106     13.6629E-03
           62107     10.9990E-03
           62108     7.91377E-03
           62109     13.7459E-03
           62110     17.8988E-03
           62111     4.93737E-03
           62112     1.13375E-03
           62113     7.74378E-03
           62114     5.09333E-03
           62115     10.9898E-03
           62116     15.8222E-03
           62117     7.81494E-03
           62118     18.0619E-03
           62119     20.3875E-03
           62120     11.8859E-03
           62121     15.2556E-03
           62122     8.68077E-03
           62123     1.48566E-03
           62124     21.9219E-03
           62125     7.59001E-03
           62126     10.9898E-03
           62127     15.1658E-03
           62128     11.3697E-03
           62129     11.4831E-03
           62130     12.2253E-03
           62131     8.31442E-03
           62132     19.5952E-03
           62133     16.5057E-03
           62134     11.2279E-03
           62135     17.4957E-03
           62136     9.92673E-03
           62137     7.15559E-03
           62138     921.330E-06
           62139     15.8222E-03
           62140     9.92673E-03
           62141     9.20996E-03
           62142     16.2716E-03
           62143     10.4565E-03
           62144     4.85046E-03
           62145     9.92673E-03
           62146     13.8046E-03
           62147     9.68919E-03
           62148     15.6764E-03
           62149     10.0887E-03
           62150     17.5628E-03
           62151     20.2436E-03
           62152     19.9218E-03
           62153     14.6659E-03
           62154     11.8300E-03
           62155     14.1204E-03
           62156     11.7937E-03
           62157     7.74627E-03
           62158     11.6282E-03
           62159     358.998E-06
           62160     15.8222E-03
           62161     6.92618E-03
           62162     10.4009E-03
           62163     15.2513E-03
           62164     18.1899E-03
           62165     15.8222E-03
           62166     14.6906E-03
           62167     13.6645E-03
           62168     11.6472E-03
           62169     10.9149E-03
           62170     7.03873E-03
           62171     15.8222E-03
           62172     14.2086E-03
           62173     9.82366E-03
           62174     14.7624E-03
           62175     12.6096E-03
           62176     10.0887E-03
           62177     1.30857E-03
           62178     23.3567E-03
           62179     19.1597E-03
           62180     7.91423E-03
           62181     44.1834E-03
           62182     15.8222E-03
           62183     13.8409E-03
           62184     10.4565E-03
           62185     15.8222E-03
           62186     17.5551E-03
           62187     8.70910E-03
           62188     14.3838E-03
           62189     16.5903E-03
           62190     13.4322E-03
           62191     11.4614E-03
           62192     7.03874E-03
           62193     19.9003E-03
           62194     1.08100E-03
           62195     12.9833E-03
           62196     13.2316E-03
           62197     7.03873E-03
           62198     7.91377E-03
           62199     1.08004E-03
           62200     15.8222E-03
           62201     9.02430E-03
           62202     11.0105E-03
           62203     11.6282E-03
           62204     9.16420E-03
           62205     12.2644E-03
           62206     7.83643E-03
           62207     7.88272E-03
           62208     9.92673E-03
           62209     1.33429E-03
           62210     9.65868E-03
           62211     11.0289E-03
           62212     7.91377E-03
           62213     10.7946E-03
           62214     17.8993E-03
           62215     9.59506E-03
           62216     17.8993E-03
           62217     11.7066E-03
           62218     9.10843E-03
           62219     15.3350E-03
           62220     9.02430E-03
           62221     15.4400E-03
           62222     7.66958E-03
           62223     15.4400E-03
           62224     7.66958E-03
           62225     15.8222E-03
           62226     9.83717E-03
           62227     11.4633E-03
           62228     15.6505E-03
           62229     12.6096E-03
           62230     19.2116E-03
           62231     9.10843E-03
           62232     17.1894E-03
           62233     9.18412E-03
           62234     23.5281E-03
           62235     15.8222E-03
           62236     17.9582E-03
           62237     9.67653E-03
           62238     17.0080E-03
           62239     10.4167E-03
           62240     12.5451E-03
           62241     16.4957E-03
           62242     8.04662E-03
           62243     9.67652E-03
           62244     13.2079E-03
           62245     13.9944E-03
           62246     14.4932E-03
           62247     15.9570E-03
           62248     9.57626E-03
           62249     7.03873E-03
           62250     14.1521E-03
           62251     7.83643E-03
           62252     10.0147E-03
           62253     8.68076E-03
           62254     15.8222E-03
           62255     13.5850E-03
           62256     1.86582E-03
           62257     18.4655E-03
           62258     11.6069E-03
           62259     9.02429E-03
           62260     14.3184E-03
           62261     10.4202E-03
           62262     14.6163E-03
           62263     10.4674E-03
           62264     11.7702E-03
           62265     13.0199E-03
           62266     14.3838E-03
           62267     5.62881E-03
           62268     18.8345E-03
           62269     15.0039E-03
           62270     1.50532E-03
           62271     21.7656E-03
           62272     16.0779E-03
           62273     17.4516E-03
           62274     9.55176E-03
           62275     8.41132E-03
           62276     15.0039E-03
           62277     19.7833E-03
           62278     16.5883E-03
           62279     12.8772E-03
           62280     9.40975E-03
           62281     19.8765E-03
           62282     11.7081E-03
           62283     7.74628E-03
           62284     7.93975E-03
           62285     16.8787E-03
           62286     12.0070E-03
           62287     11.5480E-03
           62288     20.1869E-03
           62289     484.728E-06
           62290     8.60948E-03
           62291     9.40975E-03
           62292     9.50106E-03
           62293     3.39408E-03
           62294     6.09352E-03
           62295     11.4585E-03
           62296     13.0750E-03
           62297     14.8671E-03
           62298     16.1444E-03
           62299     10.4565E-03
           62300     22.5586E-03
           62301     11.2976E-03
           62302     7.83645E-03
           62303     7.88272E-03
           62304     6.50065E-03
           62305     2.01116E-03
           62306     11.3988E-03
           62307     15.8222E-03
           62308     10.0887E-03
           62309     13.6645E-03
           62310     15.6764E-03
           62311     11.1797E-03
           62312     15.8222E-03
           62313     4.78614E-03
           62314     1.34463E-03
           62315     14.8984E-03
           62316     23.2070E-03
           62317     17.4349E-03
           62318     7.24734E-03
           62319     10.1080E-03
           62320     9.50106E-03
           62321     15.8222E-03
           62322     7.03873E-03
           62323     12.0828E-03
           62324     9.92673E-03
           62325     9.22485E-03
           62326     15.8222E-03
           62327     9.65868E-03
           62328     17.4957E-03
           62329     5.72243E-03
           62330     11.6461E-03
           62331     8.10342E-03
           62332     8.72478E-03
           62333     13.2430E-03
           62334     7.81494E-03
           62335     11.3943E-03
           62336     7.81494E-03
           62337     11.4633E-03
           62338     13.7058E-03
           62339     17.4957E-03
           62340     25.5816E-03
           62341     9.06339E-03
           62342     12.5571E-03
           62343     22.9025E-03
           62344     8.74818E-03
           62345     12.8772E-03
           62346     10.7069E-03
           62347     6.66678E-03
           62348     9.02431E-03
           62349     12.6096E-03
           62350     10.4167E-03
           62351     15.8222E-03
           62352     17.8275E-03
           62353     10.5034E-03
           62354     17.0375E-03
           62355     12.2224E-03
           62356     7.91377E-03
           62357     14.2430E-03
           62358     9.26784E-03
           62359     17.4957E-03
           62360     7.49496E-03
           62361     10.1758E-03
           62362     22.6463E-03
           62363     12.6096E-03
           62364     20.1525E-03
           62365     13.9268E-03
           62366     25.4412E-03
           62367     6.36841E-03
           62368     10.4229E-03
           62369     8.59286E-03
           62370     14.3838E-03
           62371     14.6455E-03
           62372     12.9406E-03
           62373     11.8858E-03
           62374     17.8044E-03
           62375     10.4161E-03
           62376     13.7494E-03
           62377     7.81495E-03
           62378     21.0982E-03
           62379     8.56880E-03
           62380     22.8748E-03
           62381     12.6096E-03
           62382     11.0032E-03
           62383     15.5401E-03
           62384     3.75321E-03
           62385     15.8222E-03
           62386     9.50106E-03
           62387     15.8222E-03
           62388     17.3343E-03
           62389     15.8222E-03
           62390     9.40975E-03
           62391     1.21200E-03
           62392     22.4159E-03
           62393     1.32052E-03
           62394     15.8222E-03
           62395     5.29298E-03
           62396     10.4565E-03
           62397     12.4118E-03
           62398     6.79669E-03
           62399     8.68343E-03
           62400     5.25598E-03
           62401     15.8222E-03
           62402     1.38433E-03
           62403     11.6904E-03
           62404     9.89076E-03
           62405     15.8222E-03
           62406     8.89735E-03
           62407     9.02251E-03
           62408     1.38096E-03
           62409     18.1107E-03
           62410     16.0779E-03
           62411     10.5982E-03
           62412     11.5315E-03
           62413     10.0211E-03
           62414     5.07003E-03
           62415     11.5141E-03
           62416     13.0571E-03
           62417     11.7750E-03
           62418     20.8333E-03
           62419     19.0293E-03
           62420     13.9619E-03
           62421     13.2583E-03
           62422     11.5141E-03
           62423     9.55176E-03
           62424     11.4638E-03
           62425     8.40823E-03
           62426     13.9268E-03
           62427     13.5659E-03
           62428     10.0730E-03
           62429     10.0887E-03
           62430     9.40975E-03
           62431     12.8772E-03
           62432     12.7047E-03
           62433     11.8072E-03
           62434     11.5502E-03
           62435     1.66006E-03
           62436     13.0571E-03
           62437     25.9041E-03
           62438     15.2556E-03
           62439     7.88272E-03
           62440     9.97428E-03
           62441     12.8772E-03
           62442     15.1145E-03
           62443     10.4167E-03
           62444     11.3988E-03
           62445     16.2524E-03
           62446     8.60224E-03
           62447     11.7081E-03
           62448     9.57209E-03
           62449     7.56471E-03
           62450     8.46254E-03
           62451     7.68985E-03
           62452     7.66958E-03
           62453     9.40975E-03
           62454     10.1281E-03
           62455     11.7066E-03
           62456     16.4442E-03
           62457     11.4638E-03
           62458     10.2433E-03
           62459     13.9256E-03
           62460     12.8772E-03
           62461     9.62996E-03
           62462     13.7058E-03
           62463     11.1184E-03
           62464     24.7415E-03
           62465     11.3360E-03
           62466     23.5740E-03
           62467     7.91038E-03
           62468     11.7610E-03
           62469     8.55428E-03
           62470     16.1131E-03
           62471     9.94285E-03
           62472     20.1267E-03
           62473     816.373E-06
           62474     6.61798E-03
           62475     1.32303E-03
           62476     9.20996E-03
           62477     10.4167E-03
           62478     9.01231E-03
           62479     9.40975E-03
           62480     16.0818E-03
           62481     13.5697E-03
           62482     1.32939E-03
           62483     1.53085E-03
           62484     8.68076E-03
           62485     20.9890E-03
           62486     25.5794E-03
           62487     12.9472E-03
           62488     9.41650E-03
           62489     9.78157E-03
           62490     12.0403E-03
           62491     21.9436E-03
           62492     14.8731E-03
           62493     26.7799E-03
           62494     667.181E-06
           62495     10.2041E-03
           62496     15.2622E-03
           62497     10.6665E-03
           62498     1.81121E-03
           62499     9.91254E-03
           62500     8.39308E-03
           62501     10.4156E-03
           62502     13.6645E-03
           62503     17.0399E-03
           62504     10.6421E-03
           62505     14.5900E-03
           62506     1.21676E-03
           62507     8.37669E-03
           62508     7.88272E-03
           62509     11.6904E-03
           62510     2.00566E-03
           62511     9.45469E-03
           62512     10.5585E-03
           62513     7.88272E-03
           62514     7.83643E-03
           62515     11.3452E-03
           62516     8.31098E-03
           62517     14.8731E-03
           62518     7.03873E-03
           62519     7.91377E-03
           62520     7.86535E-03
           62521     12.0192E-03
           62522     13.5334E-03
           62523     1.80045E-03
           62524     14.6163E-03
           62525     17.7721E-03
           62526     8.97590E-03
           62527     11.1495E-03
           62528     8.64170E-03
           62529     8.14592E-03
           62530     10.0255E-03
           62531     18.7353E-03
           62532     11.2342E-03
           62533     15.0592E-03
           62534     17.8993E-03
           62535     15.2326E-03
           62536     15.4401E-03
           62537     12.9472E-03
           62538     5.51447E-03
           62539     14.0225E-03
           62540     18.0619E-03
           62541     7.91038E-03
           62542     233.914E-06
           62543     537.012E-06
           62544     11.3094E-03
           62545     1.08889E-03
           62546     12.2041E-03
           62547     1.29743E-03
           62548     13.9908E-03
           62549     132.951E-06
           62550     8.73079E-03
           62551     11.5957E-03
           62552     12.8772E-03
           62553     9.40975E-03
           62554     7.59002E-03
           62555     14.2865E-03
           62556     21.6125E-03
           62557     11.9189E-03
           62558     9.40975E-03
           62559     10.5034E-03
           62560     20.3875E-03
           62561     10.0730E-03
           62562     10.8161E-03
           62563     6.92618E-03
           62564     7.61260E-03
           62565     10.8161E-03
           62566     10.6665E-03
           62567     13.0227E-03
           62568     11.7331E-03
           62569     13.2430E-03
           62570     15.0828E-03
           62571     18.2746E-03
           62572     11.7331E-03
           62573     10.0175E-03
           62574     23.0963E-03
           62575     1.44011E-03
           62576     8.63733E-03
           62577     5.29016E-03
           62578     9.40975E-03
           62579     1.32617E-03
           62580     12.8087E-03
           62581     13.7581E-03
           62582     5.03780E-03
           62583     13.0227E-03
           62584     10.0886E-03
           62585     959.570E-06
           62586     20.3875E-03
           62587     17.9798E-03
           62588     13.6645E-03
           62589     15.9112E-03
           62590     1.32996E-03
           62591     12.5898E-03
           62592     15.4436E-03
           62593     18.8421E-03
