Field Output reported at element centroid for region: COMPOSITE-1.Region_2

   Element Label           E.E11           E.E22           E.E33           E.E12           E.E13           E.E23
                          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------------------------------------------------------
           45670     5.73926E-06     2.17938E-03     253.162E-06     5.10796E-06    -4.41847E-06    -12.7027E-06
           45671    -3.55732E-06     2.54065E-03    -96.1498E-06     1.57266E-06    -13.6066E-06     125.469E-06
           45672     4.96925E-06     2.24120E-03     99.5658E-06     14.3466E-06     15.8918E-06     44.9520E-06
           45673     3.73004E-06     2.22163E-03     186.837E-06    -18.4770E-06    -9.40037E-06    -7.55301E-06
           45674     6.47826E-06     2.24948E-03     60.2500E-06    -10.4752E-06    -3.72373E-06    -8.03418E-06
           45675     6.26978E-06     2.31685E-03     161.112E-06    -33.9709E-06    -5.93057E-06     19.1710E-06
           45676    -834.238E-09     2.36624E-03     142.671E-06    -10.2530E-06     3.43940E-06    -58.3408E-06
           45677     4.95288E-06     2.35955E-03     141.822E-06     1.20288E-06     16.4731E-06     27.8660E-06
           45678     16.0180E-06     2.32128E-03     180.195E-06     17.4800E-06    -7.08679E-06    -30.2973E-06
           45679     7.98268E-06     2.22630E-03     255.059E-06     1.30970E-06     30.6666E-06     4.52228E-06
           45680     8.68600E-06     2.29745E-03     151.746E-06    -3.06964E-06    -17.7242E-06     35.6912E-06
           45681     624.969E-09     2.55692E-03     62.0948E-06    -9.96501E-06     11.9105E-06    -686.950E-09
           45682     6.70947E-06     2.48753E-03     65.7577E-06    -21.6436E-06    -10.8308E-06    -22.7182E-06
           45683    -6.28679E-06     2.28557E-03     109.042E-06    -19.9959E-06     13.5150E-06     52.9663E-06
           45684     2.78065E-06     2.22740E-03     172.106E-06     8.71915E-06     10.7702E-06     30.9076E-06
           45685     6.37574E-06     2.27313E-03     173.415E-06    -831.516E-09    -198.172E-09    -33.5015E-06
           45686     12.6638E-06     2.27173E-03     91.4374E-06    -3.04379E-06     4.40392E-06    -14.6152E-06
           45687     18.0115E-06     2.29987E-03     188.110E-06     12.0490E-06     11.5718E-06    -12.3393E-06
           45688     20.1645E-06     2.54728E-03     65.5421E-06    -5.69631E-06    -7.64286E-06    -40.0856E-06
           45689    -23.3523E-06     2.19793E-03     270.829E-06     25.1820E-06     5.61588E-06     44.0730E-06
           45690     1.04289E-06     2.21554E-03     238.982E-06     9.93651E-06     21.5673E-06     25.8224E-06
           45691     8.89313E-06     2.22946E-03     242.916E-06    -19.7629E-06    -17.3467E-06     10.6841E-06
           45692     13.2916E-06     4.10283E-03    -210.765E-06     11.2648E-06     9.28735E-06     146.226E-06
           45693    -4.14940E-06     2.31556E-03     76.5485E-06    -31.5867E-06     17.2628E-06    -77.1501E-06
           45694     12.3677E-06     2.43288E-03    -170.901E-06     5.03819E-06     829.125E-09    -277.582E-06
           45695    -7.56573E-06     2.30985E-03     222.583E-06     557.612E-09     7.90743E-06     12.6069E-06
           45696     11.2715E-06     2.60260E-03    -173.987E-06     17.3343E-06    -4.01591E-06    -205.404E-06
           45697    -91.7510E-09     2.84482E-03    -201.533E-06    -2.26185E-06     6.39709E-06    -54.5172E-06
           45698     2.16103E-06     2.60281E-03    -321.611E-06    -8.09252E-06     1.96989E-06     372.672E-06
           45699    -1.69711E-06     2.43293E-03     104.271E-06    -15.0116E-06    -29.5113E-06     3.56406E-06
           45700    -1.87891E-06     2.43065E-03     101.865E-06     2.35857E-06     7.02103E-06     23.7109E-06
           45701    -3.91686E-06     2.29326E-03    -108.803E-06     20.5896E-06     1.99988E-06     94.2210E-06
           45702    -1.54850E-06     2.25793E-03     158.984E-06     18.8020E-06    -914.017E-09     16.7859E-06
           45703     3.23394E-06     2.57656E-03    -377.216E-06    -13.2274E-06    -4.08873E-06     462.619E-06
           45704     8.33720E-06     2.26981E-03     124.374E-06     1.38511E-06     9.89760E-06     47.8971E-06
           45705     16.4010E-06     2.22961E-03     199.986E-06    -578.324E-09     10.2138E-06    -56.1883E-06
           45706     14.7740E-06     2.21699E-03     95.1413E-06     1.41337E-06     349.230E-09     52.3140E-06
           45707     19.6957E-06     2.54246E-03    -48.8244E-06     628.835E-09    -21.7061E-06    -100.873E-06
           45708     15.4967E-06     2.23687E-03     189.621E-06     10.9861E-06    -12.5606E-06    -23.0713E-06
           45709     13.6752E-06     2.19385E-03     269.592E-06    -16.5411E-06    -33.8820E-06    -22.8821E-06
           45710     17.4750E-06     2.29303E-03     166.939E-06    -7.16875E-06    -8.75098E-06    -86.2496E-06
           45711     10.7553E-06     2.45341E-03     130.236E-06     7.42830E-06    -10.5018E-06    -10.0972E-06
           45712     359.149E-09     3.29488E-03    -508.198E-06    -10.6251E-06    -9.29553E-06     268.194E-06
           45713    -865.011E-09     2.31382E-03    -183.677E-06    -17.3311E-06     5.69093E-06    -122.113E-06
           45714    -3.89847E-06     3.75314E-03    -430.223E-06    -12.7145E-06     16.2043E-06    -587.738E-06
           45715     5.04658E-06     2.20744E-03     181.658E-06    -6.12347E-06    -8.91568E-06     56.9030E-06
           45716    -52.8319E-06     2.34172E-03     147.634E-06     54.1193E-06    -31.6240E-06    -54.4593E-06
           45717    -3.99850E-06     2.38593E-03    -215.437E-06    -130.192E-09     9.11503E-06    -181.087E-06
           45718     5.09931E-06     2.43930E-03    -315.361E-06     6.22522E-06    -13.8927E-06    -335.403E-06
           45719    -643.087E-09     2.99168E-03    -502.193E-06    -3.35306E-06     5.04389E-06    -222.426E-06
           45720    -6.19180E-06     2.27241E-03     29.8638E-06     15.5805E-06     4.13484E-06    -11.3678E-06
           45721     3.38751E-06     2.48139E-03    -193.210E-06     30.4079E-06    -16.4436E-06    -265.096E-06
           45722     8.98951E-06     2.27574E-03    -33.7791E-06     10.1557E-06    -592.551E-09    -5.94536E-06
           45723     6.28857E-06     2.85937E-03    -141.758E-06    -5.35389E-06     20.0169E-06     112.638E-06
           45724    -1.48978E-06     3.92335E-03    -299.187E-06    -1.77418E-06     8.61399E-06     17.2055E-06
           45725    -6.60497E-06     3.95761E-03    -298.822E-06    -6.00560E-06    -9.45769E-06     8.63275E-06
           45726    -4.97891E-06     3.72726E-03    -443.977E-06    -2.27484E-06    -3.54346E-06     604.082E-06
           45727     4.28238E-06     2.49536E-03    -248.702E-06     11.3727E-06     1.49568E-06     276.552E-06
           45728     6.44889E-06     2.52196E-03    -537.446E-06    -12.2437E-06     9.55735E-06     727.824E-06
           45729     3.30460E-06     2.24670E-03    -26.4183E-06     2.41224E-06    -14.7760E-06    -72.1893E-06
