1 8.37483E-06 801.384E-09 954.156E-09 664.063E-09 781.749E-06 -3.40222E-06
2 69.2275E-06 3.08037E-06 3.46640E-06 8.83656E-06 761.384E-06 -4.07229E-06
3 34.8874E-06 2.41647E-06 2.81483E-06 595.745E-09 774.146E-06 -599.164E-09
4 44.3080E-06 2.48521E-06 1.72070E-06 7.27060E-06 788.322E-06 -7.67915E-06
5 28.8880E-06 3.16599E-06 2.38681E-06 2.04715E-06 789.400E-06 -3.09475E-06
6 59.0947E-06 5.61349E-06 3.20875E-06 9.39089E-06 778.978E-06 -5.57267E-06
7 -14.3267E-06 2.56729E-06 8.03081E-06 59.5356E-06 695.611E-06 -1.06299E-06
8 -12.5356E-06 1.91977E-06 7.41184E-06 60.3666E-06 692.804E-06 -452.003E-09
9 -104.959E-06 -2.53156E-06 -5.69049E-06 23.5891E-06 749.024E-06 4.51020E-06
10 -76.7397E-06 -3.72457E-06 -4.56648E-06 13.9880E-06 768.857E-06 8.32046E-06
11 -69.9048E-06 -1.72879E-06 -5.70387E-06 15.6968E-06 753.630E-06 8.36041E-06
12 -132.519E-06 -10.2669E-06 5.40974E-06 22.9256E-06 746.183E-06 5.35205E-06
13 -35.8376E-06 4.79167E-06 21.1800E-06 95.1028E-06 638.233E-06 568.729E-09
14 -35.7176E-06 6.28722E-06 17.9877E-06 91.3291E-06 593.533E-06 1.23762E-06
15 -28.1923E-06 4.40796E-06 15.9369E-06 115.874E-06 596.019E-06 1.45652E-06
16 -44.3522E-06 6.65711E-06 24.4314E-06 76.5590E-06 605.053E-06 1.18130E-06
17 -28.9192E-06 4.43891E-06 17.0749E-06 86.4161E-06 630.726E-06 593.477E-09
18 -31.0115E-06 5.75042E-06 16.2917E-06 134.221E-06 586.878E-06 1.83146E-06
19 -31.2067E-06 4.35354E-06 18.3358E-06 71.0049E-06 655.705E-06 -10.1657E-09
20 -5.01976E-06 1.52531E-06 2.32600E-06 24.7403E-06 676.608E-06 -4.98437E-06
21 -8.85671E-06 2.11609E-06 3.97893E-06 36.0093E-06 692.127E-06 -3.60710E-06
22 -6.61206E-06 2.43554E-06 2.75077E-06 25.1563E-06 652.935E-06 -8.11363E-06
23 -12.7061E-06 3.36113E-06 5.61826E-06 42.6770E-06 686.361E-06 -5.09857E-06
24 -17.6319E-06 4.73718E-06 7.43156E-06 59.3893E-06 654.085E-06 -5.56500E-06
25 -12.1461E-06 2.94675E-06 5.62615E-06 41.9727E-06 693.884E-06 -4.22188E-06
26 -11.1980E-06 3.97144E-06 3.64462E-06 36.3807E-06 659.966E-06 -7.69938E-06
