14018 -43.8373E-06 -1.93066E-06 31.6356E-06 63.6046E-06 3.72848E-03 -75.6602E-06
14019 56.2150E-06 -1.22977E-06 -31.6592E-06 -225.290E-06 934.663E-06 -63.5804E-06
14020 75.0393E-06 -7.56221E-06 -47.6962E-06 -131.425E-06 1.15612E-03 -55.8364E-06
14021 -50.0022E-06 40.1361E-06 2.78003E-06 -104.991E-06 785.628E-06 -83.8348E-06
14022 201.365E-06 -31.1907E-06 -105.215E-06 -142.339E-06 1.02636E-03 43.8555E-06
14023 126.974E-06 -7.00575E-06 -11.9759E-06 -103.868E-06 891.306E-06 -17.5092E-06
14024 -6.81951E-06 12.8431E-06 -1.52835E-06 -128.329E-06 814.135E-06 -31.9432E-06
14025 74.4690E-06 -10.4814E-06 -18.2487E-06 -131.172E-06 835.130E-06 11.0327E-09
14026 -140.138E-06 54.3236E-06 45.6912E-06 -209.131E-06 903.043E-06 -54.4083E-06
14027 -167.137E-06 77.5955E-06 27.9773E-06 -196.304E-06 846.391E-06 -79.7214E-06
14028 12.8009E-06 -11.0252E-06 2.29458E-06 -137.887E-06 818.100E-06 29.4860E-06
14029 85.1169E-06 -9.61224E-06 -4.84097E-06 -133.102E-06 804.075E-06 8.25824E-06
14030 75.9337E-06 286.521E-09 -11.9886E-06 -132.749E-06 853.941E-06 -16.7881E-06
14031 17.8590E-06 -422.218E-09 -5.84849E-06 -114.144E-06 829.226E-06 -28.1683E-06
14032 -77.9645E-06 8.34181E-06 50.6747E-06 -126.709E-06 1.12592E-03 42.1712E-06
14033 -12.0189E-06 18.4113E-06 -2.13930E-06 85.7763E-06 827.251E-06 101.487E-06
14034 -14.7069E-06 -5.15907E-06 9.56085E-06 -37.2298E-06 862.809E-06 78.3857E-06
14035 2.76301E-06 12.4777E-06 -5.75045E-06 106.771E-06 861.928E-06 130.587E-06
14036 21.2238E-06 11.7707E-06 -19.7865E-06 140.376E-06 886.062E-06 97.4059E-06
14037 143.616E-06 -38.7321E-06 -51.8821E-06 156.372E-06 910.367E-06 -21.6912E-06
14038 -64.8661E-06 10.0667E-06 32.7226E-06 -39.8864E-06 1.11326E-03 40.8695E-06
14039 249.561E-06 -43.9909E-06 -92.9174E-06 151.589E-06 962.852E-06 -80.5600E-06
14040 88.6812E-06 -12.9532E-06 -42.9322E-06 184.557E-06 954.015E-06 42.0272E-06
14041 168.448E-06 -33.0984E-06 -70.3459E-06 112.809E-06 1.02340E-03 -39.1289E-06
14042 132.040E-06 -687.699E-09 -77.4313E-06 -49.5210E-06 1.60296E-03 36.2262E-06
14043 24.4121E-06 593.724E-09 -23.4983E-06 -55.2959E-09 1.07180E-03 -18.4217E-06
14044 50.2158E-06 -2.77048E-06 -26.8811E-06 -47.3485E-06 947.604E-06 -70.4773E-06
14045 4.20990E-06 -2.71294E-06 3.90098E-06 -5.10359E-06 936.609E-06 -66.3546E-06
14046 84.9984E-06 -9.21113E-06 -48.3825E-06 -139.405E-06 1.01771E-03 -60.5136E-06
14047 104.531E-06 -14.1034E-06 -58.2705E-06 -111.900E-06 1.03113E-03 -39.1232E-06
14048 127.847E-06 3.49290E-06 -23.8113E-06 -45.1856E-06 1.01314E-03 -12.6302E-06
14049 -8.68844E-06 20.0953E-06 -5.17722E-06 -155.508E-06 850.959E-06 -123.112E-06
14050 -80.8962E-06 8.10538E-06 53.3447E-06 141.516E-06 1.19096E-03 -42.0759E-06
14051 -156.604E-06 9.67439E-06 88.1765E-06 92.5668E-06 1.03108E-03 14.1857E-06
14052 -65.9898E-06 9.06236E-06 36.3334E-06 62.2257E-06 1.18001E-03 -35.5698E-06
14053 -130.706E-06 25.0741E-06 73.2403E-06 244.326E-06 1.08839E-03 -2.71895E-06
14054 -83.5766E-06 8.59437E-06 40.7406E-06 36.2023E-06 1.16647E-03 10.1626E-06
14055 -61.4433E-06 4.61947E-06 36.9924E-06 180.231E-06 966.525E-06 -74.2126E-06
14056 -1.51562E-06 -10.5486E-06 3.59825E-06 97.6189E-06 875.309E-06 -128.722E-06
14057 -317.465E-09 2.50923E-06 360.009E-09 -32.3607E-06 842.235E-06 -114.004E-06
14058 -4.44207E-06 983.153E-09 2.31445E-06 -3.46731E-06 885.234E-06 -42.2620E-06
14059 -61.3282E-06 28.6169E-06 27.0894E-06 -532.616E-06 969.887E-06 -67.5826E-06
14060 -23.8937E-06 -4.02000E-06 27.1913E-06 760.668E-06 2.22495E-03 -9.28393E-06
14061 11.8805E-06 -6.76311E-06 589.301E-09 -66.5927E-06 815.804E-06 34.6749E-06
14062 63.5128E-06 -47.2966E-06 -8.15328E-06 -162.573E-06 814.242E-06 65.5888E-06
14063 51.7401E-06 404.807E-09 -39.8606E-06 -676.697E-06 3.17016E-03 -17.8523E-06
14064 10.0261E-06 -510.564E-09 -23.7985E-06 -213.461E-06 4.39197E-03 -17.3966E-06
14065 14.5521E-06 1.12230E-06 -16.5860E-06 -577.568E-06 2.45561E-03 -9.93794E-06
14066 19.9092E-06 -2.02982E-06 -20.2962E-06 -466.111E-06 4.64868E-03 -8.85921E-06
14067 -30.4257E-06 24.5084E-06 4.48050E-06 257.120E-06 887.106E-06 45.0047E-06
14068 -94.6418E-06 56.0236E-06 16.2995E-06 193.808E-06 851.886E-06 71.4951E-06
14069 -53.0562E-06 41.1176E-06 4.58228E-06 109.750E-06 771.176E-06 84.2070E-06
14070 22.7241E-06 8.88369E-06 -11.5932E-06 50.5704E-06 858.756E-06 71.7844E-06
14071 -119.193E-06 72.7116E-06 14.1562E-06 164.851E-06 801.208E-06 80.7799E-06
14072 4.65711E-06 20.4308E-06 -10.6104E-06 243.045E-06 888.684E-06 87.2616E-06
14073 -328.597E-06 2.34509E-06 247.619E-06 173.975E-06 1.72272E-03 78.4540E-06
14074 92.1000E-06 -1.24763E-06 -80.4653E-06 -363.534E-06 2.30637E-03 -12.0115E-06
14075 -133.411E-06 100.827E-09 115.075E-06 41.6401E-06 1.80380E-03 44.8159E-06
14076 -83.6580E-06 144.166E-09 68.6426E-06 30.7718E-06 1.94430E-03 19.9981E-06
14077 -227.311E-06 -189.544E-09 45.0280E-06 21.2029E-06 1.03554E-03 17.1564E-06
14078 -121.047E-06 328.801E-09 52.3172E-06 17.1616E-06 1.08491E-03 10.0422E-06
14079 -20.7396E-06 -2.04987E-06 26.9185E-06 687.878E-06 1.36944E-03 -23.2098E-06
14080 -38.3333E-06 979.899E-09 37.1664E-06 815.313E-06 1.30496E-03 645.014E-09
14081 -63.6898E-06 853.536E-09 57.7441E-06 -468.636E-06 1.60021E-03 31.4458E-06
14082 -18.0358E-06 -2.07013E-06 23.9553E-06 780.790E-06 1.35745E-03 -13.8328E-06
14083 761.142E-09 2.48947E-06 5.38752E-06 882.211E-06 1.14290E-03 2.74165E-06
14084 2.96397E-06 -1.21505E-06 8.01135E-06 876.035E-06 1.14065E-03 15.7220E-06
14085 -120.085E-06 -2.57771E-06 7.74519E-06 -20.6764E-06 1.14012E-03 -8.92614E-06
14086 69.2974E-06 2.09766E-06 -9.44368E-06 15.7974E-06 1.09676E-03 -6.23502E-06
14087 288.891E-06 3.10453E-06 -217.076E-06 144.546E-06 1.80720E-03 -49.7058E-06
14088 56.7141E-06 3.55924E-06 -42.6663E-06 14.8292E-06 2.05397E-03 1.88265E-06
14089 -106.699E-06 596.223E-09 74.0741E-06 -23.5751E-06 1.48343E-03 -15.2193E-06
14090 -114.359E-06 5.60575E-06 51.7938E-06 -59.9531E-06 2.18565E-03 5.69315E-06
14091 -985.363E-09 912.676E-09 -4.87113E-06 542.224E-06 1.00395E-03 -882.999E-09
14092 -48.4809E-06 -2.31644E-06 31.1271E-06 546.697E-06 1.17279E-03 -51.4959E-06
14093 -13.2747E-06 -9.14749E-06 7.93533E-06 471.218E-06 1.06362E-03 -92.0052E-06
14094 -21.2373E-06 -2.56178E-06 10.0180E-06 484.755E-06 1.01865E-03 -44.3284E-06
14095 -26.5192E-06 -7.11402E-06 20.9364E-06 334.354E-06 1.04821E-03 -94.0647E-06
14096 -644.015E-09 -190.462E-09 983.888E-09 3.52258E-06 1.84938E-03 -70.1031E-06
14097 -8.57603E-06 -2.73021E-06 5.82235E-06 260.220E-06 1.64680E-03 -58.7526E-06
14098 -19.6016E-06 -6.17456E-06 16.6253E-06 573.077E-06 1.80305E-03 -46.1476E-06
14099 -15.8054E-06 -6.91836E-06 18.7118E-06 450.797E-06 2.60839E-03 -45.4141E-06
