14018 7.23574E-03
14019 18.6975E-03
14020 17.6938E-03
14021 14.8285E-03
14022 13.6375E-03
14023 9.10085E-03
14024 8.23667E-03
14025 8.25587E-03
14026 13.9285E-03
14027 11.9967E-03
14028 9.66110E-03
14029 7.83046E-03
14030 10.0002E-03
14031 10.1520E-03
14032 16.7497E-03
14033 14.1207E-03
14034 14.5173E-03
14035 9.18102E-03
14036 8.09373E-03
14037 14.9556E-03
14038 14.9854E-03
14039 17.1745E-03
14040 12.2303E-03
14041 11.6724E-03
14042 6.68558E-03
14043 7.89236E-03
14044 7.60046E-03
14045 12.0176E-03
14046 16.4592E-03
14047 8.05857E-03
14048 8.16853E-03
14049 15.7986E-03
14050 15.0067E-03
14051 17.4252E-03
14052 12.6034E-03
14053 16.8692E-03
14054 10.3968E-03
14055 24.6148E-03
14056 10.9001E-03
14057 13.7649E-03
14058 13.6160E-03
14059 7.79668E-03
14060 21.9399E-03
14061 10.9473E-03
14062 9.73355E-03
14063 4.69416E-03
14064 9.04807E-03
14065 19.4679E-03
14066 9.04807E-03
14067 10.3657E-03
14068 11.2390E-03
14069 7.64833E-03
14070 10.7689E-03
14071 7.75627E-03
14072 9.91457E-03
14073 2.43844E-03
14074 7.86020E-03
14075 4.73572E-03
14076 5.45765E-03
14077 3.62515E-03
14078 2.22626E-03
14079 9.16867E-03
14080 17.2886E-03
14081 16.0692E-03
14082 9.39390E-03
14083 15.0998E-03
14084 17.4268E-03
14085 4.52098E-03
14086 7.76716E-03
14087 4.86889E-03
14088 6.09811E-03
14089 5.59920E-03
14090 3.54949E-03
14091 13.6963E-03
14092 10.5961E-03
14093 10.1303E-03
14094 9.78906E-03
14095 10.3632E-03
14096 14.8076E-03
14097 18.9002E-03
14098 15.0879E-03
14099 15.5303E-03
14100 12.8582E-03
14101 16.9969E-03
14102 11.9504E-03
14103 7.21838E-03
14104 7.02521E-03
14105 10.2325E-03
14106 11.4850E-03
14107 11.0209E-03
14108 13.1738E-03
14109 13.1737E-03
14110 12.4759E-03
14111 17.4651E-03
14112 14.8909E-03
14113 7.78789E-03
14114 12.0605E-03
14115 12.4802E-03
14116 12.9934E-03
14117 18.0090E-03
14118 18.6389E-03
14119 12.6697E-03
14120 18.4998E-03
14121 12.2150E-03
14122 12.1758E-03
14123 13.2318E-03
14124 11.7633E-03
14125 25.1790E-03
14126 13.9618E-03
14127 9.63704E-03
14128 11.0813E-03
14129 14.3157E-03
14130 11.4201E-03
14131 17.1557E-03
14132 16.3451E-03
14133 12.7959E-03
14134 12.7959E-03
14135 19.1594E-03
14136 13.0521E-03
14137 12.7958E-03
14138 15.8111E-03
14139 13.8809E-03
14140 12.2804E-03
14141 14.9156E-03
14142 13.3104E-03
14143 15.2818E-03
14144 12.7959E-03
14145 14.2361E-03
14146 14.9034E-03
14147 12.8114E-03
14148 14.0512E-03
14149 13.2973E-03
14150 18.7124E-03
14151 21.4159E-03
14152 15.9013E-03
14153 14.6188E-03
14154 19.0643E-03
14155 11.4237E-03
14156 16.0692E-03
14157 9.35706E-03
14158 10.3159E-03
14159 21.6005E-03
14160 17.2976E-03
14161 11.3103E-03
14162 10.8132E-03
14163 10.0090E-03
14164 12.3988E-03
14165 12.0579E-03
14166 11.6675E-03
14167 18.8135E-03
14168 15.9353E-03
14169 12.7959E-03
14170 12.7959E-03
14171 19.3753E-03
14172 12.8785E-03
14173 12.0579E-03
14174 13.7104E-03
14175 12.0579E-03
14176 14.9034E-03
14177 13.0945E-03
14178 13.5730E-03
14179 13.4600E-03
14180 15.8333E-03
14181 9.79737E-03
14182 18.7375E-03
14183 16.7144E-03
14184 13.1810E-03
14185 25.2769E-03
14186 19.7650E-03
14187 13.3188E-03
14188 11.4995E-03
14189 12.7116E-03
14190 10.4192E-03
14191 9.11780E-03
14192 11.3218E-03
14193 11.4136E-03
14194 13.5243E-03
14195 15.7950E-03
14196 12.8781E-03
14197 11.8851E-03
14198 17.1304E-03
14199 15.4994E-03
14200 11.5666E-03
14201 18.1765E-03
14202 13.1195E-03
14203 10.8485E-03
14204 23.7064E-03
14205 20.3633E-03
14206 13.9851E-03
14207 13.9306E-03
14208 18.3226E-03
14209 16.9252E-03
14210 19.8714E-03
